Année;Numéro;Département;Code INSEE;Nom de la commune;Date de première alerte;Surface parcourue (m2);Surface forêt (m2);Surface maquis garrigues (m2);Autres surfaces naturelles hors forêt (m2);Surfaces agricoles (m2);Autres surfaces (m2);Surface autres terres boisées (m2);Surfaces non boisées naturelles (m2);Surfaces non boisées artificialisées (m2);Surfaces non boisées (m2);Précision des surfaces;Type de peuplement;Nature;Décès ou bâtiments touchés;Nombre de décès;Nombre de bâtiments totalement détruits;Nombre de bâtiments partiellement détruits;Précision de la donnée
1978;381;07;07161;Montpezat-sous-Bauzon;08/07/1978 14:00;8000;0;0;;;;;;;;;1;Malveillance;;;;;
1978;386;07;07331;Vals-les-Bains;08/07/1978 14:00;2000;0;0;;;;;;;;;1;;;;;;
1978;3918;83;83068;Grimaud;08/07/1978 14:15;1000;0;0;;;;;;;;;1;;;;;;
1978;2100;2B;2B050;Calvi;08/07/1978 14:50;2000;0;0;;;;;;;;;;;;;;;
1978;822;13;13051;Lançon-Provence;08/07/1978 16:00;15000;0;0;;;;;;;;;1;;;;;;
1978;3920;83;83148;Vidauban;08/07/1978 16:30;18000;0;0;;;;;;;;;5;Involontaire (travaux);;;;;
1978;382;07;07156;Meyras;08/07/1978 16:45;1000;0;0;;;;;;;;;1;;;;;;
1978;2562;2B;2B120;Furiani;08/07/1978 19:00;10000;0;0;;;;;;;;;;;;;;;
1978;651;11;11351;Saint-Laurent-de-la-Cabrerisse;08/07/1978 19:00;3000;0;0;;;;;;;;;;;;;;;
1978;3919;83;83073;Le Luc;08/07/1978 21:15;1000;0;0;;;;;;;;;1;;;;;;
1978;2563;2B;2B033;Bastia;08/07/1978 22:00;1000;0;0;;;;;;;;;;;;;;;
1978;2313;2B;2B096;Corte;08/07/1978 22:15;1000;0;0;;;;;;;;;;;;;;;
1978;3921;83;83067;Gonfaron;08/07/1978 23:00;1000;0;0;;;;;;;;;1;;;;;;
1978;3922;83;83067;Gonfaron;09/07/1978 01:00;1000;0;0;;;;;;;;;1;;;;;;
1978;4247;84;84089;Pertuis;09/07/1978 01:15;1000;0;0;;;;;;;;;1;;;;;;
1978;383;07;07070;Cornas;09/07/1978 10:00;1000;0;0;;;;;;;;;1;;;;;;
1978;3923;83;83127;Signes;09/07/1978 10:00;1000;0;0;;;;;;;;;1;;;;;;
1978;3355;34;34163;Montarnaud;09/07/1978 12:00;50000;0;0;;;;;;;;;1;;;;;;
1978;3924;83;83019;Bormes-les-Mimosas;09/07/1978 12:12;5000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1978;2043;2B;2B123;Ghisonaccia;09/07/1978 12:40;5000;0;0;;;;;;;;;;;;;;;
1978;2315;2B;2B096;Corte;09/07/1978 13:30;1000;0;0;;;;;;;;;;;;;;;
1978;2164;2B;2B093;Corbara;09/07/1978 13:45;50000;0;0;;;;;;;;;;;;;;;
1978;2507;2B;2B238;Poggio-di-Venaco;09/07/1978 14:15;1000;0;0;;;;;;;;;;;;;;;
1978;3593;66;66141;Pia;09/07/1978 15:00;2000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1978;2314;2B;2B096;Corte;09/07/1978 15:35;10000;0;0;;;;;;;;;;;;;;;
1978;384;07;07323;Toulaud;09/07/1978 15:45;1000;0;0;;;;;;;;;1;;;;;;
1978;2506;2B;2B116;Focicchia;09/07/1978 16:00;1000;0;0;;;;;;;;;;;;;;;
1978;126;06;06091;Peille;09/07/1978 16:53;10000;0;0;;;;;;;;;1;;;;;;
1978;829;13;13088;Le Rove;09/07/1978 16:56;1000;0;0;;;;;;;;;1;;;;;;
1978;1936;2B;2B023;Asco;09/07/1978 17:25;1000;0;0;;;;;;;;;;;;;;;
1978;2564;2B;2B033;Bastia;09/07/1978 17:30;1000;0;0;;;;;;;;;;;;;;;
1978;823;13;13001;Aix-en-Provence;09/07/1978 17:39;1000;0;0;;;;;;;;;;;;;;;
1978;3925;83;83067;Gonfaron;09/07/1978 18:30;30000;0;0;;;;;;;;;1;;;;;;
1978;2316;2B;2B096;Corte;09/07/1978 21:15;1000;0;0;;;;;;;;;;;;;;;
1978;847;13;13072;Peynier;09/07/1978 21:36;1000;0;0;;;;;;;;;1;;;;;;
1978;2225;2B;2B320;Tallone;10/07/1978 13:30;25000;0;0;;;;;;;;;;;;;;;
1978;2859;30;30028;Bagnols-sur-Cèze;10/07/1978 14:00;1000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1978;2317;2B;2B096;Corte;10/07/1978 14:25;10000;0;0;;;;;;;;;;;;;;;
1978;2101;2B;2B050;Calvi;10/07/1978 16:55;10000;0;0;;;;;;;;;;;;;;;
1978;3927;83;83067;Gonfaron;10/07/1978 17:00;10000;0;0;;;;;;;;;1;;;;;;
1978;385;07;07083;Dunières-sur-Eyrieux;10/07/1978 18:00;10000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1978;2860;30;30069;Carnas;10/07/1978 18:30;30000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1978;1892;2B;2B261;Rogliano;10/07/1978 18:45;1000;0;0;;;;;;;;;;;;;;;
1978;827;13;13055;Marseille;10/07/1978 19:25;3000;0;0;;;;;;;;;1;;;;;;
1978;2319;2B;2B096;Corte;11/07/1978 12:45;10000;0;0;;;;;;;;;;;;;;;
1978;1863;2B;2B016;Antisanti;11/07/1978 14:30;1000;0;0;;;;;;;;;;;;;;;
1978;826;13;13055;Marseille;11/07/1978 15:02;1000;0;0;;;;;;;;;;;;;;;
1978;1049;2A;2A004;Ajaccio;11/07/1978 15:46;5000;0;0;;;;;;;;;;;;;;;
1978;825;13;13106;Septèmes-les-Vallons;11/07/1978 16:31;1000;0;0;;;;;;;;;;;;;;;
1978;387;07;07210;Saint-Andéol-de-Vals;11/07/1978 17:00;40000;0;0;;;;;;;;;1;;;;;;
1978;2318;2B;2B096;Corte;11/07/1978 17:00;1000;0;0;;;;;;;;;;;;;;;
1978;833;13;13117;Vitrolles;11/07/1978 17:53;1000;0;0;;;;;;;;;;Involontaire (particulier);;;;;
1978;3928;83;83101;Ramatuelle;11/07/1978 18:03;1000;0;0;;;;;;;;;1;;;;;;
1978;1050;2A;2A004;Ajaccio;11/07/1978 18:06;1000;0;0;;;;;;;;;;;;;;;
1978;1051;2A;2A209;Peri;11/07/1978 18:10;9000;0;0;;;;;;;;;;;;;;;
1978;824;13;13055;Marseille;11/07/1978 18:50;1000;0;0;;;;;;;;;;;;;;;
1978;1052;2A;2A004;Ajaccio;11/07/1978 19:07;1000;0;0;;;;;;;;;;;;;;;
1978;1053;2A;2A004;Ajaccio;11/07/1978 19:30;2000;0;0;;;;;;;;;;;;;;;
1978;2;04;04031;Bras-d'Asse;12/07/1978 10:50;7000;0;0;;;;;;;;;1;;;;;;
1978;2566;2B;2B043;Brando;12/07/1978 12:55;1000;0;0;;;;;;;;;;;;;;;
1978;2565;2B;2B033;Bastia;12/07/1978 15:30;2000;0;0;;;;;;;;;;;;;;;
1978;4249;84;84133;La Tour-d'Aigues;12/07/1978 16:00;1000;0;0;;;;;;;;;1;;;;;;
1978;138;06;06011;Beaulieu-sur-Mer;12/07/1978 16:25;9000;0;0;;;;;;;;;5;;;;;;
1978;1889;2B;2B190;Olmi-Cappella;12/07/1978 16:40;1000;0;0;;;;;;;;;;;;;;;
1978;388;07;07107;Jaujac;12/07/1978 17:00;5000;0;0;;;;;;;;;1;;;;;;
1978;828;13;13055;Marseille;12/07/1978 17:11;10000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1978;3357;34;34087;Cournonsec;12/07/1978 17:45;20000;0;0;;;;;;;;;1;;;;;;
1978;832;13;13117;Vitrolles;12/07/1978 17:45;1000;0;0;;;;;;;;;1;Accidentelle;;;;;
1978;389;07;07172;Peaugres;12/07/1978 18:30;1000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1978;390;07;07278;Saint-Michel-de-Chabrillanoux;13/07/1978 02:30;1000;0;0;;;;;;;;;1;Malveillance;;;;;
1978;840;13;13054;Marignane;13/07/1978 03:06;1000;0;0;;;;;;;;;1;;;;;;
1978;1811;2B;2B121;Galéria;13/07/1978 10:55;1000;0;0;;;;;;;;;;;;;;;
1978;1693;2B;2B188;Olmeta-di-Tuda;13/07/1978 13:15;7000;0;0;;;;;;;;;;;;;;;
1978;2045;2B;2B342;Ventiseri;13/07/1978 13:28;1000;0;0;;;;;;;;;;;;;;;
1978;404;07;07345;Vion;13/07/1978 13:50;5000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1978;2044;2B;2B283;Solaro;13/07/1978 14:13;1000;0;0;;;;;;;;;;;;;;;
1978;1580;2B;2B143;Linguizzetta;13/07/1978 14:30;1000;0;0;;;;;;;;;;;;;;;
1978;834;13;13085;Roquefort-la-Bédoule;13/07/1978 15:25;1000;0;0;;;;;;;;;1;;;;;;
1978;849;13;13097;Saint-Martin-de-Crau;13/07/1978 15:30;1000;0;0;;;;;;;;;1;;;;;;
1978;2226;2B;2B201;Pancheraccia;13/07/1978 15:30;1000;0;0;;;;;;;;;;;;;;;
1978;830;13;13056;Martigues;13/07/1978 16:30;1000;0;0;;;;;;;;;;;;;;;
1978;3390;34;34247;Saint-Clément-de-Rivière;13/07/1978 16:30;12000;0;0;;;;;;;;;1;;;;;;
1978;391;07;07323;Toulaud;13/07/1978 17:00;20000;0;0;;;;;;;;;1;;;;;;
1978;3929;83;83065;Gassin;13/07/1978 17:13;1000;0;0;;;;;;;;;1;;;;;;
1978;2320;2B;2B329;Tralonca;13/07/1978 18:20;1000;0;0;;;;;;;;;;;;;;;
1978;392;07;07117;Lablachère;13/07/1978 20:00;20000;0;0;;;;;;;;;1;;;;;;
1978;1054;2A;2A004;Ajaccio;13/07/1978 21:30;5000;0;0;;;;;;;;;;;;;;;
1978;127;06;06077;Lucéram;14/07/1978 00:05;10000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1978;652;11;11351;Saint-Laurent-de-la-Cabrerisse;14/07/1978 00:30;5000;0;0;;;;;;;;;;;;;;;
1978;128;06;06077;Lucéram;14/07/1978 05:00;5000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1978;3930;83;83035;Le Castellet;14/07/1978 10:47;6000;0;0;;;;;;;;;5;;;;;;
1978;2321;2B;2B096;Corte;14/07/1978 11:55;100000;0;0;;;;;;;;;;;;;;;
1978;1058;2A;2A362;Zonza;14/07/1978 12:46;1000;0;0;;;;;;;;;;;;;;;
1978;1055;2A;2A362;Zonza;14/07/1978 12:49;1000;0;0;;;;;;;;;;;;;;;
1978;843;13;13098;Saint-Mitre-les-Remparts;14/07/1978 13:00;30000;0;0;;;;;;;;;5;;;;;;
1978;1057;2A;2A085;Cauro;14/07/1978 13:47;1000;0;0;;;;;;;;;;;;;;;
1978;1056;2A;2A272;Sartène;14/07/1978 14:20;9000;0;0;;;;;;;;;;;;;;;
1978;1862;2B;2B105;Erbajolo;14/07/1978 14:40;30000;0;0;;;;;;;;;;;;;;;
1978;393;07;07210;Saint-Andéol-de-Vals;14/07/1978 15:45;2000;0;0;;;;;;;;;1;Naturelle;;;;;
1978;2567;2B;2B033;Bastia;14/07/1978 15:45;3000;0;0;;;;;;;;;;;;;;;
1978;2165;2B;2B316;Santa-Reparata-di-Balagna;14/07/1978 16:15;30000;0;0;;;;;;;;;;;;;;;
1978;838;13;13055;Marseille;14/07/1978 17:17;1000;0;0;;;;;;;;;1;;;;;;
1978;3591;66;66190;Salses-le-Château;14/07/1978 19:30;40000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1978;2861;30;30246;Sainte-Croix-de-Caderle;14/07/1978 21:30;5000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1978;3931;83;83015;Bauduen;14/07/1978 21:55;5000;0;0;;;;;;;;;1;Naturelle;;;;;
1978;1059;2A;2A189;Olmeto;14/07/1978 22:00;1000;0;0;;;;;;;;;;;;;;;
1978;3932;83;83069;Hyères;14/07/1978 22:15;1000;0;0;;;;;;;;;1;;;;;;
1978;835;13;13005;Aubagne;14/07/1978 23:55;1000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1978;3592;66;66164;Rivesaltes;15/07/1978 12:00;10000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1978;844;13;13098;Saint-Mitre-les-Remparts;15/07/1978 13:20;20000;0;0;;;;;;;;;5;;;;;;
1978;842;13;13022;Cassis;15/07/1978 13:25;1000;0;0;;;;;;;;;5;;;;;;
1978;2505;2B;2B116;Focicchia;15/07/1978 13:30;1000;0;0;;;;;;;;;;;;;;;
1978;836;13;13042;Gémenos;15/07/1978 13:46;4000;0;0;;;;;;;;;1;;;;;;
1978;845;13;13080;Le Puy-Sainte-Réparade;15/07/1978 13:50;10000;0;0;;;;;;;;;1;;;;;;
1978;4251;84;84087;Orange;15/07/1978 14:00;10000;0;0;;;;;;;;;1;;;;;;
1978;2102;2B;2B138;Lavatoggio;15/07/1978 14:00;300000;0;0;;;;;;;;;;;;;;;
1978;3933;83;83128;Sillans-la-Cascade;15/07/1978 14:06;1000;0;0;;;;;;;;;1;;;;;;
1978;3935;83;83148;Vidauban;15/07/1978 14:20;1000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1978;1060;2A;2A324;Tavera;15/07/1978 15:11;4000;0;0;;;;;;;;;;;;;;;
1978;4250;84;84019;Bollène;15/07/1978 16:30;40000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1978;841;13;13041;Gardanne;15/07/1978 16:58;1000;0;0;;;;;;;;;1;;;;;;
1978;129;06;06077;Lucéram;15/07/1978 18:00;20000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1978;131;06;06107;Roquestéron-Grasse;15/07/1978 18:00;30000;0;0;;;;;;;;;1;Naturelle;;;;;
1978;3934;83;83050;Draguignan;15/07/1978 18:20;1000;0;0;;;;;;;;;4;;;;;;
1978;837;13;13092;Saint-Chamas;15/07/1978 18:26;1000;0;0;;;;;;;;;1;;;;;;
1978;2046;2B;2B123;Ghisonaccia;15/07/1978 19:50;1000;0;0;;;;;;;;;;;;;;;
1978;3936;83;83101;Ramatuelle;15/07/1978 22:04;1000;0;0;;;;;;;;;1;;;;;;
1978;3697;66;66158;Rasiguères;15/07/1978 23:00;26000;0;0;;;;;;;;;1;Naturelle;;;;;
1978;394;07;07281;Saint-Péray;16/07/1978 00:00;10000;0;0;;;;;;;;;1;;;;;;
1978;2019;2B;2B354;Vivario;16/07/1978 02:30;1000;0;0;;;;;;;;;;;;;;;
1978;3590;66;66190;Salses-le-Château;16/07/1978 10:30;40000;0;0;;;;;;;;;1;;;;;;
1978;2568;2B;2B120;Furiani;16/07/1978 11:00;50000;0;0;;;;;;;;;;;;;;;
1978;2227;2B;2B320;Tallone;16/07/1978 11:35;1000;0;0;;;;;;;;;;;;;;;
1978;2569;2B;2B033;Bastia;16/07/1978 11:35;1000;0;0;;;;;;;;;;;;;;;
1978;2862;30;30032;Beaucaire;16/07/1978 12:10;8000;0;0;;;;;;;;;1;Accidentelle;;;;;
1978;2166;2B;2B316;Santa-Reparata-di-Balagna;16/07/1978 12:26;1000;0;0;;;;;;;;;;;;;;;
1978;1581;2B;2B335;Valle-di-Campoloro;16/07/1978 12:50;1000;0;0;;;;;;;;;;;;;;;
1978;2323;2B;2B096;Corte;16/07/1978 13:50;10000;0;0;;;;;;;;;;;;;;;
1978;130;06;06077;Lucéram;16/07/1978 14:00;8000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1978;846;13;13001;Aix-en-Provence;16/07/1978 14:11;1000;0;0;;;;;;;;;1;;;;;;
1978;3938;83;83086;Le Muy;16/07/1978 14:45;1000;0;0;;;;;;;;;1;Accidentelle;;;;;
1978;1061;2A;2A127;Giuncheto;16/07/1978 14:49;1000;0;0;;;;;;;;;;;;;;;
1978;2228;2B;2B087;Cervione;16/07/1978 17:10;1000;0;0;;;;;;;;;;;;;;;
1978;848;13;13040;Fuveau;16/07/1978 17:20;1000;0;0;;;;;;;;;1;;;;;;
1978;2324;2B;2B096;Corte;16/07/1978 17:30;1000;0;0;;;;;;;;;;;;;;;
1978;2322;2B;2B096;Corte;16/07/1978 18:35;1000;0;0;;;;;;;;;;;;;;;
1978;2325;2B;2B096;Corte;16/07/1978 20:20;1000;0;0;;;;;;;;;;;;;;;
1978;3937;83;83134;Taradeau;16/07/1978 20:30;1000;0;0;;;;;;;;;1;;;;;;
1978;3589;66;66127;Opoul-Périllos;16/07/1978 21:00;40000;0;0;;;;;;;;;1;;;;;;
1978;395;07;07281;Saint-Péray;16/07/1978 21:10;15000;0;0;;;;;;;;;1;;;;;;
1978;3596;66;66127;Opoul-Périllos;16/07/1978 21:15;35000;0;0;;;;;;;;;1;;;;;;
1978;1062;2A;2A247;Porto-Vecchio;16/07/1978 22:15;1000;0;0;;;;;;;;;;;;;;;
1978;1063;2A;2A362;Zonza;16/07/1978 23:12;1000;0;0;;;;;;;;;;;;;;;
1978;132;06;06053;Daluis;17/07/1978 09:00;1000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1978;2047;2B;2B123;Ghisonaccia;17/07/1978 10:47;1000;0;0;;;;;;;;;;;;;;;
1978;2570;2B;2B120;Furiani;17/07/1978 11:45;10000;0;0;;;;;;;;;;;;;;;
1978;396;07;07115;Labeaume;17/07/1978 12:00;1000;0;0;;;;;;;;;1;;;;;;
1978;839;13;13055;Marseille;17/07/1978 12:03;20000;0;0;;;;;;;;;1;;;;;;
1978;2326;2B;2B096;Corte;17/07/1978 12:20;1000;0;0;;;;;;;;;;;;;;;
1978;1065;2A;2A272;Sartène;17/07/1978 12:50;1000;0;0;;;;;;;;;;;;;;;
1978;2229;2B;2B009;Aléria;17/07/1978 13:40;1000;0;0;;;;;;;;;;;;;;;
1978;1821;2B;2B298;Saint-Florent;17/07/1978 14:00;1000;0;0;;;;;;;;;;;;;;;
1978;3361;34;34309;Teyran;17/07/1978 14:08;50000;0;0;;;;;;;;;1;;;;;;
1978;1064;2A;2A041;Bonifacio;17/07/1978 14:41;40000;0;0;;;;;;;;;;;;;;;
1978;2864;30;30129;Générargues;17/07/1978 15:00;40000;0;0;;;;;;;;;1;Accidentelle;;;;;
1978;2863;30;30131;Goudargues;17/07/1978 15:00;3000;0;0;;;;;;;;;1;;;;;;
1978;1066;2A;2A249;Propriano;17/07/1978 16:08;1000;0;0;;;;;;;;;;;;;;;
1978;397;07;07063;Cheminas;17/07/1978 17:00;2000;0;0;;;;;;;;;1;;;;;;
1978;3939;83;83140;Tourves;17/07/1978 17:10;1000;0;0;;;;;;;;;5;Accidentelle;;;;;
1978;23;05;05134;Saint-Clément-sur-Durance;17/07/1978 18:00;3000;0;0;;;;;;;;;3;;;;;;
1978;1067;2A;2A351;Villanova;17/07/1978 18:03;10000;0;0;;;;;;;;;;;;;;;
1978;2327;2B;2B096;Corte;17/07/1978 19:46;1000;0;0;;;;;;;;;;;;;;;
1978;868;13;13001;Aix-en-Provence;17/07/1978 21:18;2000;0;0;;;;;;;;;;;;;;;
1978;2155;2B;2B124;Ghisoni;18/07/1978 00:10;250000;0;0;;;;;;;;;;;;;;;
1978;399;07;07012;Arcens;18/07/1978 00:15;10000;0;0;;;;;;;;;1;;;;;;
1978;398;07;07324;Tournon-sur-Rhône;18/07/1978 00:15;50000;0;0;;;;;;;;;1;;;;;;
1978;3588;66;66109;Molitg-les-Bains;18/07/1978 00:30;2000;0;0;;;;;;;;;1;;;;;;
1978;133;06;06133;Sauze;18/07/1978 04:00;1000;0;0;;;;;;;;;1;Naturelle;;;;;
1978;400;07;07244;Saint-Jean-Chambre;18/07/1978 04:00;2000;0;0;;;;;;;;;1;Naturelle;;;;;
1978;1068;2A;2A006;Alata;18/07/1978 10:41;20000;0;0;;;;;;;;;;;;;;;
1978;2328;2B;2B096;Corte;18/07/1978 11:00;30000;0;0;;;;;;;;;;;;;;;
1978;653;11;11285;Peyriac-de-Mer;18/07/1978 11:10;13000;0;0;;;;;;;;;;Involontaire (travaux);;;;;
1978;2571;2B;2B033;Bastia;18/07/1978 12:20;1000;0;0;;;;;;;;;;;;;;;
1978;1069;2A;2A351;Villanova;18/07/1978 13:12;40000;0;0;;;;;;;;;;;;;;;
1978;1071;2A;2A189;Olmeto;18/07/1978 13:45;10000;0;0;;;;;;;;;;;;;;;
1978;1070;2A;2A300;San-Gavino-di-Carbini;18/07/1978 13:50;15000;0;0;;;;;;;;;;Accidentelle;;;;;
1978;1072;2A;2A041;Bonifacio;18/07/1978 13:50;20000;0;0;;;;;;;;;;;;;;;
1978;3940;83;83061;Fréjus;18/07/1978 13:52;10000;0;0;;;;;;;;;1;;;;;;
1978;1937;2B;2B223;Pietralba;18/07/1978 14:55;10000;0;0;;;;;;;;;;;;;;;
1978;2103;2B;2B049;Calenzana;18/07/1978 15:00;1000;0;0;;;;;;;;;;;;;;;
1978;2329;2B;2B096;Corte;18/07/1978 15:22;1000;0;0;;;;;;;;;;;;;;;
1978;2504;2B;2B341;Venaco;18/07/1978 16:30;4000;0;0;;;;;;;;;;;;;;;
1978;3362;34;34297;Sauteyrargues;18/07/1978 16:45;80000;0;0;;;;;;;;;1;;;;;;
1978;3363;34;34017;Aumes;18/07/1978 17:20;5000;0;0;;;;;;;;;1;;;;;;
1978;3356;34;34279;Saint-Nazaire-de-Ladarez;18/07/1978 18:10;10000;0;0;;;;;;;;;1;;;;;;
1978;2865;30;30081;Chusclan;18/07/1978 19:00;1000;0;0;;;;;;;;;1;;;;;;
1978;2331;2B;2B096;Corte;18/07/1978 19:50;1000;0;0;;;;;;;;;;;;;;;
1978;2330;2B;2B096;Corte;18/07/1978 22:35;1000;0;0;;;;;;;;;;;;;;;
1978;3941;83;83069;Hyères;18/07/1978 23:25;1000;0;0;;;;;;;;;1;;;;;;
1978;3942;83;83101;Ramatuelle;19/07/1978 06:51;1000;0;0;;;;;;;;;1;;;;;;
1978;2869;30;30081;Chusclan;19/07/1978 08:30;1000;0;0;;;;;;;;;1;;;;;;
1978;2048;2B;2B123;Ghisonaccia;19/07/1978 09:30;1000;0;0;;;;;;;;;;;;;;;
1978;3365;34;34301;Sète;19/07/1978 10:30;5000;0;0;;;;;;;;;1;;;;;;
1978;2572;2B;2B033;Bastia;19/07/1978 10:45;1000;0;0;;;;;;;;;;;;;;;
1978;3943;83;83152;Rayol-Canadel-sur-Mer;19/07/1978 10:55;1000;0;0;;;;;;;;;1;Accidentelle;;;;;
1978;402;07;07268;Saint-Martin-d'Ardèche;19/07/1978 11:00;1000;0;0;;;;;;;;;1;Accidentelle;;;;;
1978;4253;84;84087;Orange;19/07/1978 11:00;11000;0;0;;;;;;;;;1;;;;;;
1978;2503;2B;2B341;Venaco;19/07/1978 12:00;1000;0;0;;;;;;;;;;;;;;;
1978;1076;2A;2A041;Bonifacio;19/07/1978 12:12;15000;0;0;;;;;;;;;;;;;;;
1978;135;06;06088;Nice;19/07/1978 12:15;4000;0;0;;;;;;;;;1;;;;;;
1978;1073;2A;2A212;Piana;19/07/1978 12:19;1000;0;0;;;;;;;;;;;;;;;
1978;1074;2A;2A212;Piana;19/07/1978 12:19;1000;0;0;;;;;;;;;;;;;;;
1978;1075;2A;2A212;Piana;19/07/1978 12:19;1000;0;0;;;;;;;;;;;;;;;
1978;1583;2B;2B087;Cervione;19/07/1978 12:30;1000;0;0;;;;;;;;;;;;;;;
1978;1938;2B;2B082;Castineta;19/07/1978 12:45;5000;0;0;;;;;;;;;;;;;;;
1978;2332;2B;2B096;Corte;19/07/1978 13:30;1000;0;0;;;;;;;;;;;;;;;
1978;854;13;13115;Vernègues;19/07/1978 13:30;70000;0;0;;;;;;;;;1;;;;;;
1978;1077;2A;2A351;Villanova;19/07/1978 13:36;5000;0;0;;;;;;;;;;;;;;;
1978;4252;84;84054;L'Isle-sur-la-Sorgue;19/07/1978 13:45;1000;0;0;;;;;;;;;1;;;;;;
1978;3945;83;83144;La Valette-du-Var;19/07/1978 13:45;10000;0;0;;;;;;;;;5;;;;;;
1978;3594;66;66088;Ille-sur-Têt;19/07/1978 14:00;30000;0;0;;;;;;;;;1;;;;;;
1978;1939;2B;2B169;Morosaglia;19/07/1978 14:00;15000;0;0;;;;;;;;;;;;;;;
1978;1078;2A;2A004;Ajaccio;19/07/1978 14:07;30000;0;0;;;;;;;;;;;;;;;
1978;3944;83;83004;Les Arcs;19/07/1978 14:40;8000;0;0;;;;;;;;;1;;;;;;
1978;1079;2A;2A041;Bonifacio;19/07/1978 15:15;2000;0;0;;;;;;;;;;;;;;;
1978;3597;66;66127;Opoul-Périllos;19/07/1978 15:30;30000;0;0;;;;;;;;;1;;;;;;
1978;869;13;13001;Aix-en-Provence;19/07/1978 15:34;1000;0;0;;;;;;;;;1;;;;;;
1978;3;04;04156;Puimichel;19/07/1978 15:45;147000;0;0;;;;;;;;;3;Involontaire (travaux);;;;;
1978;2867;30;30235;Saint-Bonnet-du-Gard;19/07/1978 15:50;30000;0;0;;;;;;;;;1;;;;;;
1978;2333;2B;2B096;Corte;19/07/1978 16:00;1000;0;0;;;;;;;;;;;;;;;
1978;1080;2A;2A247;Porto-Vecchio;19/07/1978 16:10;9000;0;0;;;;;;;;;;;;;;;
1978;2573;2B;2B033;Bastia;19/07/1978 16:35;1000;0;0;;;;;;;;;;;;;;;
1978;1081;2A;2A272;Sartène;19/07/1978 16:40;1000;0;0;;;;;;;;;;;;;;;
1978;855;13;13005;Aubagne;19/07/1978 17:00;120000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1978;856;13;13071;Les Pennes-Mirabeau;19/07/1978 17:26;270000;0;0;;;;;;;;;5;Accidentelle;;;;;
1978;1082;2A;2A001;Afa;19/07/1978 17:35;1000;0;0;;;;;;;;;;;;;;;
1978;2868;30;30263;Saint-Hippolyte-du-Fort;19/07/1978 18:00;30000;0;0;;;;;;;;;1;;;;;;
1978;2866;30;30341;Vauvert;19/07/1978 18:00;2000;0;0;;;;;;;;;1;;;;;;
1978;3946;83;83126;La Seyne-sur-Mer;19/07/1978 18:40;1000;0;0;;;;;;;;;5;;;;;;
1978;1893;2B;2B170;Morsiglia;19/07/1978 19:00;1000;0;0;;;;;;;;;;;;;;;
1978;1694;2B;2B188;Olmeta-di-Tuda;19/07/1978 19:00;20000;0;0;;;;;;;;;;;;;;;
1978;3595;66;66127;Opoul-Périllos;19/07/1978 20:55;40000;0;0;;;;;;;;;1;;;;;;
1978;850;13;13063;Miramas;19/07/1978 20:58;10000;0;0;;;;;;;;;1;;;;;;
1978;401;07;07323;Toulaud;19/07/1978 21:30;15000;0;0;;;;;;;;;1;;;;;;
1978;1083;2A;2A004;Ajaccio;19/07/1978 22:05;1000;0;0;;;;;;;;;;;;;;;
1978;857;13;13039;Fos-sur-Mer;19/07/1978 23:15;50000;0;0;;;;;;;;;5;;;;;;
1978;1084;2A;2A271;Sarrola-Carcopino;19/07/1978 23:15;1000;0;0;;;;;;;;;;;;;;;
1978;1584;2B;2B143;Linguizzetta;19/07/1978 23:55;1000;0;0;;;;;;;;;;;;;;;
1978;1085;2A;2A212;Piana;20/07/1978 00:18;1000;0;0;;;;;;;;;;;;;;;
1978;2167;2B;2B168;Monticello;20/07/1978 09:35;1000;0;0;;;;;;;;;;;;;;;
1978;2574;2B;2B033;Bastia;20/07/1978 11:00;2000;0;0;;;;;;;;;;;;;;;
1978;2334;2B;2B096;Corte;20/07/1978 12:25;250000;0;0;;;;;;;;;;;;;;;
1978;2870;30;30022;Aujac;20/07/1978 12:45;10000;0;0;;;;;;;;;5;;;;;;
1978;136;06;06060;Falicon;20/07/1978 13:54;2000;0;0;;;;;;;;;1;;;;;;
1978;1086;2A;2A197;Osani;20/07/1978 14:04;3000;0;0;;;;;;;;;;;;;;;
